demand,phase,mask,facility_ids,facilities,mean,mean_se,expected6,exact_target,band,rounded_target,achievement6,expected8
draft,2,49,12001_12005_12006,식량+핵보호+정밀장비,12688.9453125,37.860358049667894,76133.671875,95167.08984375,11,95200,0.7997234440651261,101511.5625
draft,2,50,12002_12005_12006,약품+핵보호+정밀장비,12263.321875,36.981013810213874,73579.93125,91974.9140625,11,95200,0.7728984375,98106.575
draft,2,51,12001_12002_12005_12006,식량+약품+핵보호+정밀장비,11318.978125,37.024801627425894,67913.86875,84892.3359375,10,83900,0.8094620828367103,90551.825
draft,2,52,12003_12005_12006,공구+핵보호+정밀장비,12243.1578125,36.78032578241097,73458.946875,91823.68359375,11,95200,0.7716275932247899,97945.2625
draft,2,53,12001_12003_12005_12006,식량+공구+핵보호+정밀장비,11318.2515625,36.74595416648496,67909.509375,84886.88671875,10,83900,0.8094101236591179,90546.0125
draft,2,54,12002_12003_12005_12006,약품+공구+핵보호+정밀장비,11005.9953125,36.03971225858159,66035.97187499999,82544.96484375,10,83900,0.7870795217520857,88047.9625
draft,2,55,12001_12002_12003_12005_12006,식량+약품+공구+핵보호+정밀장비,10290.9171875,35.83076885146075,61745.503124999996,77181.87890625,9,73100,0.844671725376197,82327.3375
draft,2,56,12004_12005_12006,전력·통신+핵보호+정밀장비,13247.331770833332,37.08424080085259,79483.99062499999,99354.98828125,11,95200,0.8349158679096638,105978.65416666666
draft,2,57,12001_12004_12005_12006,식량+전력·통신+핵보호+정밀장비,12132.390625,37.044919326071394,72794.34375,90992.9296875,11,95200,0.7646464679621848,97059.125
draft,2,58,12002_12004_12005_12006,약품+전력·통신+핵보호+정밀장비,11717.3765625,36.06635678792134,70304.259375,87880.32421875,10,83900,0.8379530318831943,93739.0125
draft,2,59,12001_12002_12004_12005_12006,식량+약품+전력·통신+핵보호+정밀장비,10909.136458333332,36.15550841165549,65454.81874999999,81818.5234375,10,83900,0.7801527860548271,87273.09166666666
draft,2,60,12003_12004_12005_12006,공구+전력·통신+핵보호+정밀장비,11714.152604166668,36.01459182214091,70284.91562500001,87856.14453125,10,83900,0.8377224746722289,93713.22083333334
draft,2,61,12001_12003_12004_12005_12006,식량+공구+전력·통신+핵보호+정밀장비,10903.9046875,35.82974984236399,65423.428125000006,81779.28515625,10,83900,0.7797786427294399,87231.2375
draft,2,62,12002_12003_12004_12005_12006,약품+공구+전력·통신+핵보호+정밀장비,10625.261458333332,35.22581173856726,63751.56874999999,79689.4609375,10,83900,0.7598518325387364,85002.09166666666
draft,2,63,12001_12002_12003_12004_12005_12006,식량+약품+공구+전력·통신+핵보호+정밀장비,9995.6640625,35.140893619154305,59973.984375,74967.48046875,9,73100,0.820437542749658,79965.3125
flat,0,0,,미구매,805.9104166666667,1.552699401955864,4835.462500000001,6044.328125,0,6000,0.8059104166666667,6447.283333333334
flat,0,1,12001,식량,1122.3833333333334,2.3984144697523133,6734.300000000001,8417.875,1,8400,0.8017023809523811,8979.066666666668
flat,0,2,12002,약품,1840.7442708333333,5.039347052141941,11044.465625,13805.58203125,2,13700,0.8061653740875913,14725.954166666666
flat,0,3,12001_12002,식량+약품,1820.4427083333333,4.85105388628314,10922.65625,13653.3203125,2,13700,0.7972741788321168,14563.541666666666
flat,0,4,12003,공구,2591.215625,7.367959241957906,15547.293749999999,19434.1171875,3,19400,0.8014068943298969,20729.725
flat,0,5,12001_12003,식량+공구,2430.547395833333,7.131998405706609,14583.284375,18229.10546875,3,19400,0.7517156894329896,19444.379166666666
flat,0,6,12002_12003,약품+공구,2743.5661458333334,7.325560365938051,16461.396875,20576.74609375,3,19400,0.8485256121134019,21948.529166666667
flat,0,7,12001_12002_12003,식량+약품+공구,2562.789583333333,7.066191710088574,15376.7375,19220.921875,3,19400,0.7926153350515464,20502.316666666666
flat,0,8,12004,전력·통신,3170.8385416666665,10.345286948115401,19025.03125,23781.2890625,4,23200,0.8200444504310345,25366.708333333332
flat,0,9,12001_12004,식량+전력·통신,2917.7630208333335,10.608968951588128,17506.578125,21883.22265625,4,23200,0.7545938846982758,23342.104166666668
flat,0,10,12002_12004,약품+전력·통신,3243.7703125,10.695027623326974,19462.621874999997,24328.27734375,4,23200,0.838906115301724,25950.1625
flat,0,11,12001_12002_12004,식량+약품+전력·통신,2956.055729166667,10.42168385497746,17736.334375000002,22170.41796875,4,23200,0.764497171336207,23648.445833333335
flat,0,12,12003_12004,공구+전력·통신,3745.126041666667,11.208202324963679,22470.756250000002,28088.4453125,5,26700,0.8416013576779027,29961.008333333335
flat,0,13,12001_12003_12004,식량+공구+전력·통신,3373.6442708333334,10.874325428307507,20241.865625,25302.33203125,5,26700,0.7581223080524344,26989.154166666667
flat,0,14,12002_12003_12004,약품+공구+전력·통신,3542.4703125,10.56799375834892,21254.821875,26568.52734375,5,26700,0.7960607443820226,28339.7625
flat,0,15,12001_12002_12003_12004,식량+약품+공구+전력·통신,3270.3958333333335,10.263846988024877,19622.375,24527.96875,4,23200,0.8457920258620689,26163.166666666668
flat,0,16,12005,핵보호,9358.657291666666,31.12791810895859,56151.94375,70189.9296875,8,71000,0.7908724471830986,74869.25833333333
flat,0,17,12001_12005,식량+핵보호,7956.338541666667,31.806166158094836,47738.03125,59672.5390625,7,58300,0.8188341552315609,63650.708333333336
flat,0,18,12002_12005,약품+핵보호,7722.5984375,30.916929514187604,46335.590625,57919.48828125,7,58300,0.794778569897084,61780.7875
flat,0,19,12001_12002_12005,식량+약품+핵보호,6809.142708333334,30.483010836184498,40854.856250000004,51068.5703125,6,49500,0.8253506313131314,54473.14166666667
flat,0,20,12003_12005,공구+핵보호,7904.436979166667,30.003263166034365,47426.621875,59283.27734375,7,58300,0.8134926565180103,63235.495833333334
flat,0,21,12001_12003_12005,식량+공구+핵보호,6981.499479166667,29.869717204761,41888.996875,52361.24609375,6,49500,0.8462423611111111,55851.995833333334
flat,0,22,12002_12003_12005,약품+공구+핵보호,6835.11875,28.8446392331576,41010.712499999994,51263.390625,6,49500,0.8284992424242423,54680.95
flat,0,23,12001_12002_12003_12005,식량+약품+공구+핵보호,6228.7828125,28.428398851169284,37372.696874999994,46715.87109375,6,49500,0.7550039772727272,49830.2625
flat,0,24,12004_12005,전력·통신+핵보호,9000.649479166666,30.811048581942586,54003.896875,67504.87109375,8,71000,0.7606182658450704,72005.19583333333
flat,0,25,12001_12004_12005,식량+전력·통신+핵보호,7800.5390625,30.745157655355413,46803.234375,58504.04296875,7,58300,0.802799903516295,62404.3125
flat,0,26,12002_12004_12005,약품+전력·통신+핵보호,7596.528125,29.717933461716186,45579.16875,56973.9609375,7,58300,0.7818039236706689,60772.225
flat,0,27,12001_12002_12004_12005,식량+약품+전력·통신+핵보호,6821.535416666667,29.349137135321055,40929.2125,51161.515625,6,49500,0.8268527777777778,54572.28333333333
flat,0,28,12003_12004_12005,공구+전력·통신+핵보호,7681.479166666667,28.88304546018632,46088.875,57611.09375,7,58300,0.7905467409948542,61451.833333333336
flat,0,29,12001_12003_12004_12005,식량+공구+전력·통신+핵보호,6926.3453125,28.634009265585213,41558.071874999994,51947.58984375,6,49500,0.8395570075757575,55410.7625
flat,0,30,12002_12003_12004_12005,약품+공구+전력·통신+핵보호,6822.302604166666,27.759772651608937,40933.815624999996,51167.26953125,6,49500,0.8269457702020201,54578.42083333333
flat,0,31,12001_12002_12003_12004_12005,식량+약품+공구+전력·통신+핵보호,6277.490625,27.42090149351554,37664.943750000006,47081.1796875,6,49500,0.7609079545454547,50219.925
flat,0,32,12006,정밀장비,15653.864583333334,51.5592242546228,93923.1875,117403.984375,12,119800,0.7839998956594324,125230.91666666667
flat,0,33,12001_12006,식량+정밀장비,13045.120833333332,52.30962406710538,78270.72499999999,97838.40625,10,92300,0.8480035211267605,104360.96666666666
flat,0,34,12002_12006,약품+정밀장비,12366.118229166666,51.27845157754696,74196.709375,92745.88671875,10,92300,0.8038646736186349,98928.94583333333
flat,0,35,12001_12002_12006,식량+약품+정밀장비,10732.043229166668,50.77670443168116,64392.25937500001,80490.32421875,9,80600,0.7989114066377172,85856.34583333334
flat,0,36,12003_12006,공구+정밀장비,12296.8296875,50.10491935146216,73780.978125,92226.22265625,10,92300,0.7993605430660887,98374.6375
flat,0,37,12001_12003_12006,식량+공구+정밀장비,10699.719791666666,49.760502309526515,64198.31875,80247.8984375,9,80600,0.7965051954094292,85597.75833333333
flat,0,38,12002_12003_12006,약품+공구+정밀장비,10249.475,48.121210543913335,61496.850000000006,76871.0625,9,80600,0.7629882133995038,81995.8
flat,0,39,12001_12002_12003_12006,식량+약품+공구+정밀장비,9238.0140625,47.57193289133366,55428.084375000006,69285.10546875,8,71000,0.7806772447183099,73904.1125
flat,0,40,12004_12006,전력·통신+정밀장비,13932.1453125,50.676158486526006,83592.87187500001,104491.08984375,11,104600,0.7991670351338434,111457.1625
flat,0,41,12001_12004_12006,식량+전력·통신+정밀장비,11895.863020833332,50.3979184162289,71375.17812499999,89218.97265625,10,92300,0.7732955376489706,95166.90416666666
flat,0,42,12002_12004_12006,약품+전력·통신+정밀장비,11377.713541666666,49.320363459783856,68266.28125,85332.8515625,9,80600,0.8469761941687345,91021.70833333333
flat,0,43,12001_12002_12004_12006,식량+약품+전력·통신+정밀장비,10118.457291666668,48.564992095731874,60710.74375000001,75888.4296875,9,80600,0.7532350341191069,80947.65833333334
flat,0,44,12003_12004_12006,공구+전력·통신+정밀장비,11298.298958333333,48.02782071534013,67789.79375,84737.2421875,9,80600,0.8410644385856079,90386.39166666666
flat,0,45,12001_12003_12004_12006,식량+공구+전력·통신+정밀장비,10042.983854166667,47.36336453341949,60257.903125,75322.37890625,8,71000,0.848702860915493,80343.87083333333
flat,0,46,12002_12003_12004_12006,약품+공구+전력·통신+정밀장비,9735.541145833333,46.20751021738352,58413.246875,73016.55859375,8,71000,0.822721786971831,77884.32916666666
flat,0,47,12001_12002_12003_12004_12006,식량+약품+공구+전력·통신+정밀장비,8884.1609375,45.656027216277565,53304.965625000004,66631.20703125,8,71000,0.7507741637323945,71073.2875
flat,0,48,12005_12006,핵보호+정밀장비,16285.371875,50.05263373482377,97712.23125000001,122140.2890625,12,119800,0.815627973706177,130282.975
flat,0,49,12001_12005_12006,식량+핵보호+정밀장비,14119.172395833333,50.37227539250586,84715.034375,105893.79296875,11,104600,0.8098951661089866,112953.37916666667
flat,0,50,12002_12005_12006,약품+핵보호+정밀장비,13491.772916666667,49.393894565401155,80950.6375,101188.296875,11,104600,0.7739066682600382,107934.18333333333
flat,0,51,12001_12002_12005_12006,식량+약품+핵보호+정밀장비,12084.666666666666,49.23107883571389,72508,90635,10,92300,0.7855687973997834,96677.33333333333
flat,0,52,12003_12005_12006,공구+핵보호+정밀장비,13287.359375,48.09349266968853,79724.15625,99655.1953125,11,104600,0.7621812260994264,106298.875
flat,0,53,12001_12003_12005_12006,식량+공구+핵보호+정밀장비,11949.170833333334,48.31929187543061,71695.025,89618.78125,10,92300,0.7767608342361862,95593.36666666667
flat,0,54,12002_12003_12005_12006,약품+공구+핵보호+정밀장비,11581.365625,47.23409850079358,69488.19375,86860.2421875,10,92300,0.752851503250271,92650.925
flat,0,55,12001_12002_12003_12005_12006,식량+약품+공구+핵보호+정밀장비,10630.203125,47.019812754228866,63781.21875,79726.5234375,9,80600,0.7913302574441687,85041.625
flat,0,56,12004_12005_12006,전력·통신+핵보호+정밀장비,14594.663541666667,47.7444090108862,87567.98125,109459.9765625,11,104600,0.8371699928298278,116757.30833333333
flat,0,57,12001_12004_12005_12006,식량+전력·통신+핵보호+정밀장비,12963.272916666667,48.307271232252276,77779.6375,97224.546875,10,92300,0.8426829631635969,103706.18333333333
flat,0,58,12002_12004_12005_12006,약품+전력·통신+핵보호+정밀장비,12527.739583333334,47.48731503862283,75166.4375,93958.046875,10,92300,0.8143709371614302,100221.91666666667
flat,0,59,12001_12002_12004_12005_12006,식량+약품+전력·통신+핵보호+정밀장비,11361.5640625,47.43032339954658,68169.384375,85211.73046875,9,80600,0.8457739996898263,90892.5125
flat,0,60,12003_12004_12005_12006,공구+전력·통신+핵보호+정밀장비,12354.940625,46.41243658847721,74129.64374999999,92662.0546875,10,92300,0.8031380687973997,98839.525
flat,0,61,12001_12003_12004_12005_12006,식량+공구+전력·통신+핵보호+정밀장비,11265.866145833334,46.55781463570084,67595.196875,84493.99609375,9,80600,0.8386500852977666,90126.92916666667
flat,0,62,12002_12003_12004_12005_12006,약품+공구+전력·통신+핵보호+정밀장비,10982.380729166667,45.666134478083535,65894.284375,82367.85546875,9,80600,0.8175469525434244,87859.04583333334
flat,0,63,12001_12002_12003_12004_12005_12006,식량+약품+공구+전력·통신+핵보호+정밀장비,10162.411979166667,45.465243410041346,60974.471875,76218.08984375,9,80600,0.756507095223325,81299.29583333334
flat,1,0,,미구매,810.6104166666667,1.4011634713020062,4863.6625,6079.578125,0,6100,0.7973217213114755,6484.883333333333
flat,1,1,12001,식량,1071.6322916666666,2.060932479754168,6429.793749999999,8037.242187499999,1,8000,0.8037242187499999,8573.058333333332
flat,1,2,12002,약품,1706.5703125,4.095015540868699,10239.421875,12799.27734375,2,13100,0.7816352576335878,13652.5625
flat,1,3,12001_12002,식량+약품,1773.9296875,4.202268795273193,10643.578125,13304.47265625,2,13100,0.8124868797709923,14191.4375
flat,1,4,12003,공구,2335.4239583333333,5.957373780101014,14012.54375,17515.6796875,3,18200,0.7699199862637363,18683.391666666666
flat,1,5,12001_12003,식량+공구,2329.6369791666666,5.993623669491452,13977.821875,17472.27734375,3,18200,0.7680121909340659,18637.095833333333
flat,1,6,12002_12003,약품+공구,2684.1015625,6.481824166650827,16104.609375,20130.76171875,4,20900,0.7705554724880382,21472.8125
flat,1,7,12001_12002_12003,식량+약품+공구,2534.9546875,6.22884426572841,15209.728125000001,19012.16015625,3,18200,0.8356993475274727,20279.6375
flat,1,8,12004,전력·통신,2721.3244791666666,8.19304344102813,16327.946875,20409.93359375,4,20900,0.7812414772727273,21770.595833333333
flat,1,9,12001_12004,식량+전력·통신,2746.7010416666667,8.425581071026182,16480.20625,20600.2578125,4,20900,0.7885266148325358,21973.608333333334
flat,1,10,12002_12004,약품+전력·통신,3125.5682291666667,8.923645818632508,18753.409375,23441.76171875,5,24800,0.7561858618951612,25004.545833333334
flat,1,11,12001_12002_12004,식량+약품+전력·통신,2899.746875,8.710194627797927,17398.481249999997,21748.1015625,4,20900,0.8324632177033492,23197.975
flat,1,12,12003_12004,공구+전력·통신,3593.503125,9.512078034351829,21561.018750000003,26951.2734375,6,27000,0.7985562500000001,28748.025
flat,1,13,12001_12003_12004,식량+공구+전력·통신,3302.929166666667,9.20894399910904,19817.575,24771.96875,5,24800,0.7990957661290323,26423.433333333334
flat,1,14,12002_12003_12004,약품+공구+전력·통신,3495.1130208333334,9.069488074441233,20970.678125,26213.34765625,5,24800,0.8455918598790322,27960.904166666667
flat,1,15,12001_12002_12003_12004,식량+약품+공구+전력·통신,3251.3578125,8.902419515780956,19508.146875,24385.18359375,5,24800,0.7866188256048386,26010.8625
flat,1,16,12005,핵보호,7732.913541666667,24.192117521099647,46397.48125,57996.8515625,8,55900,0.8300086091234347,61863.308333333334
flat,1,17,12001_12005,식량+핵보호,7188.683854166667,24.995830579070702,43132.103125,53915.12890625,8,55900,0.7715939736135957,57509.47083333333
flat,1,18,12002_12005,약품+핵보호,7180.3140625,24.91732766198265,43081.884374999994,53852.35546875,8,55900,0.7706956059928443,57442.5125
flat,1,19,12001_12002_12005,식량+약품+핵보호,6450.933854166667,24.745720067934002,38705.603125,48382.00390625,7,47800,0.8097406511506277,51607.47083333333
flat,1,20,12003_12005,공구+핵보호,7431.471875,24.631694659032142,44588.83125,55736.0390625,8,55900,0.7976535107334527,59451.775
flat,1,21,12001_12003_12005,식량+공구+핵보호,6665.5296875,24.414865285245693,39993.178125000006,49991.47265625,7,47800,0.8366773666317993,53324.2375
flat,1,22,12002_12003_12005,약품+공구+핵보호,6615.032291666666,23.88847455866937,39690.19375,49612.7421875,7,47800,0.8303387813807531,52920.25833333333
flat,1,23,12001_12002_12003_12005,식량+약품+공구+핵보호,6039.273958333333,23.617844371527834,36235.64375,45294.5546875,7,47800,0.7580678608786612,48314.191666666666
flat,1,24,12004_12005,전력·통신+핵보호,8254.636458333332,25.079428305073037,49527.81874999999,61909.77343749999,9,64300,0.7702615668740278,66037.09166666666
flat,1,25,12001_12004_12005,식량+전력·통신+핵보호,7348.058333333333,24.972430776432297,44088.35,55110.4375,8,55900,0.7887003577817531,58784.46666666667
flat,1,26,12002_12004_12005,약품+전력·통신+핵보호,7261.946875,24.433373775074706,43571.681249999994,54464.6015625,8,55900,0.7794576252236135,58095.575
flat,1,27,12001_12002_12004_12005,식량+약품+전력·통신+핵보호,6560.163020833334,24.34172762116797,39360.978125,49201.22265625,7,47800,0.823451425209205,52481.30416666667
flat,1,28,12003_12004_12005,공구+전력·통신+핵보호,7421.9703125,24.041524053343917,44531.821874999994,55664.77734375,8,55900,0.7966336650268335,59375.7625
flat,1,29,12001_12003_12004_12005,식량+공구+전력·통신+핵보호,6707.040625,23.681546924830165,40242.243749999994,50302.8046875,7,47800,0.8418879445606693,53656.325
flat,1,30,12002_12003_12004_12005,약품+공구+전력·통신+핵보호,6654.111458333334,23.266172847778893,39924.668750000004,49905.8359375,7,47800,0.8352441161087867,53232.89166666667
flat,1,31,12001_12002_12003_12004_12005,식량+약품+공구+전력·통신+핵보호,6128.883333333333,22.801189243444423,36773.3,45966.625,7,47800,0.76931589958159,49031.066666666666
flat,1,32,12006,정밀장비,12814.3765625,40.15261077366299,76886.259375,96107.82421875,12,97700,0.786962736693961,102515.0125
flat,1,33,12001_12006,식량+정밀장비,11696.055208333333,41.38449262513448,70176.33125,87720.4140625,11,85000,0.8256038970588235,93568.44166666667
flat,1,34,12002_12006,약품+정밀장비,11440.551041666668,41.42608025676638,68643.30625000001,85804.1328125,11,85000,0.8075683088235295,91524.40833333334
flat,1,35,12001_12002_12006,식량+약품+정밀장비,10079.920833333334,41.11674227876013,60479.525,75599.40625,10,75000,0.8063936666666667,80639.36666666667
flat,1,36,12003_12006,공구+정밀장비,11435.694270833334,40.57452756187921,68614.165625,85767.70703125,11,85000,0.8072254779411764,91485.55416666667
flat,1,37,12001_12003_12006,식량+공구+정밀장비,10099.030729166667,40.226594248140195,60594.184375,75742.73046875,10,75000,0.8079224583333333,80792.24583333333
flat,1,38,12002_12003_12006,약품+공구+정밀장비,9826.058854166668,39.844524676020804,58956.35312500001,73695.44140625,10,75000,0.7860847083333334,78608.47083333334
flat,1,39,12001_12002_12003_12006,식량+약품+공구+정밀장비,8880.266666666666,39.21904335853189,53281.6,66602,9,64300,0.8286407465007776,71042.13333333333
flat,1,40,12004_12006,전력·통신+정밀장비,12581.121875,40.68319748585727,75486.73125000001,94358.4140625,12,97700,0.7726379861821905,100648.975
flat,1,41,12001_12004_12006,식량+전력·통신+정밀장비,11085.897395833334,40.56859314211194,66515.384375,83144.23046875,11,85000,0.7825339338235293,88687.17916666667
flat,1,42,12002_12004_12006,약품+전력·통신+정밀장비,10769.0078125,40.108428591633555,64614.046875,80767.55859375,11,85000,0.7601652573529412,86152.0625
flat,1,43,12001_12002_12004_12006,식량+약품+전력·통신+정밀장비,9669.067708333334,39.949850423400456,58014.40625,72518.0078125,10,75000,0.7735254166666666,77352.54166666667
flat,1,44,12003_12004_12006,공구+전력·통신+정밀장비,10750.028125,39.133407556598094,64500.168750000004,80625.2109375,11,85000,0.7588255147058824,86000.225
flat,1,45,12001_12003_12004_12006,식량+공구+전력·통신+정밀장비,9663.259895833333,38.87907099408832,57979.559375,72474.44921875,10,75000,0.7730607916666666,77306.07916666666
flat,1,46,12002_12003_12004_12006,약품+공구+전력·통신+정밀장비,9439.4203125,38.65103701723113,56636.521875000006,70795.65234375,10,75000,0.755153625,75515.3625
flat,1,47,12001_12002_12003_12004_12006,식량+약품+공구+전력·통신+정밀장비,8638.2734375,37.88686656837386,51829.640625,64787.05078125,9,64300,0.8060597297822706,69106.1875
flat,1,48,12005_12006,핵보호+정밀장비,15039.491666666667,43.42761476257784,90236.95,112796.1875,13,112800,0.7999729609929078,120315.93333333333
flat,1,49,12001_12005_12006,식량+핵보호+정밀장비,13120.236979166666,42.51143755169876,78721.421875,98401.77734375,12,97700,0.8057463856192426,104961.89583333333
flat,1,50,12002_12005_12006,약품+핵보호+정밀장비,12684.402604166668,41.706202732711496,76106.41562500001,95133.01953125,12,97700,0.7789807126407371,101475.22083333334
flat,1,51,12001_12002_12005_12006,식량+약품+핵보호+정밀장비,11429.338541666666,41.44063484574715,68576.03125,85720.0390625,11,85000,0.8067768382352941,91434.70833333333
flat,1,52,12003_12005_12006,공구+핵보호+정밀장비,12526.540104166666,40.6696334707522,75159.240625,93949.05078125,12,97700,0.7692859838792222,100212.32083333333
flat,1,53,12001_12003_12005_12006,식량+공구+핵보호+정밀장비,11323.863020833332,40.22962431945386,67943.17812499999,84928.97265625,11,85000,0.7993315073529411,90590.90416666666
flat,1,54,12002_12003_12005_12006,약품+공구+핵보호+정밀장비,11023.6015625,39.788144475775205,66141.609375,82677.01171875,11,85000,0.7781365808823529,88188.8125
flat,1,55,12001_12002_12003_12005_12006,식량+약품+공구+핵보호+정밀장비,10165.560416666667,39.41218415750023,60993.3625,76241.703125,10,75000,0.8132448333333334,81324.48333333334
flat,1,56,12004_12005_12006,전력·통신+핵보호+정밀장비,13759.559375,41.142563241050745,82557.35625000001,103196.6953125,12,97700,0.8450087640736951,110076.475
flat,1,57,12001_12004_12005_12006,식량+전력·통신+핵보호+정밀장비,12280.959895833334,41.02529030171592,73685.759375,92107.19921875,12,97700,0.7542042924769703,98247.67916666667
flat,1,58,12002_12004_12005_12006,약품+전력·통신+핵보호+정밀장비,11922.048958333333,40.38191793617883,71532.29375,89415.3671875,11,85000,0.8415563970588235,95376.39166666666
flat,1,59,12001_12002_12004_12005_12006,식량+약품+전력·통신+핵보호+정밀장비,10896.675520833332,40.09089047038248,65380.05312499999,81725.06640625,11,85000,0.7691770955882352,87173.40416666666
flat,1,60,12003_12004_12005_12006,공구+전력·통신+핵보호+정밀장비,11770.602604166666,39.2257402351277,70623.615625,88279.51953125,11,85000,0.8308660661764706,94164.82083333333
flat,1,61,12001_12003_12004_12005_12006,식량+공구+전력·통신+핵보호+정밀장비,10804.713020833333,38.994782204018954,64828.278125,81035.34765625,11,85000,0.7626856249999999,86437.70416666666
flat,1,62,12002_12003_12004_12005_12006,약품+공구+전력·통신+핵보호+정밀장비,10558.241666666667,38.51032730968632,63349.45,79186.8125,10,75000,0.8446593333333333,84465.93333333333
flat,1,63,12001_12002_12003_12004_12005_12006,식량+약품+공구+전력·통신+핵보호+정밀장비,9794.975520833334,38.154988896884575,58769.853125,73462.31640625,10,75000,0.7835980416666667,78359.80416666667
flat,2,0,,미구매,812.1828125,1.4089397424150563,4873.096874999999,6091.37109375,0,6100,0.7988683401639343,6497.4625
flat,2,1,12001,식량,1045.6421875,1.960374303499051,6273.853125000001,7842.316406250001,1,7800,0.8043401442307693,8365.1375
flat,2,2,12002,약품,1538.265625,3.691588129051046,9229.59375,11536.9921875,2,12200,0.7565240778688525,12306.125
flat,2,3,12001_12002,식량+약품,1704.9567708333334,3.850671496783314,10229.740625,12787.17578125,2,12200,0.8385033299180328,13639.654166666667
flat,2,4,12003,공구,2055.696354166667,5.610485051902942,12334.178125000002,15417.722656250002,3,16000,0.7708861328125002,16445.570833333335
flat,2,5,12001_12003,식량+공구,2198.459895833333,5.569400300849598,13190.759374999998,16488.44921875,3,16000,0.8244224609374998,17587.679166666665
flat,2,6,12002_12003,약품+공구,2566.6213541666666,5.94647895222263,15399.728125,19249.66015625,4,19000,0.8105120065789474,20532.970833333333
flat,2,7,12001_12002_12003,식량+약품+공구,2488.8072916666665,5.770178616303201,14932.84375,18666.0546875,4,19000,0.7859391447368421,19910.458333333332
flat,2,8,12004,전력·통신,2516.8942708333334,7.904869758368355,15101.365625,18876.70703125,4,19000,0.7948087171052631,20135.154166666667
flat,2,9,12001_12004,식량+전력·통신,2559.0213541666667,7.703116059068389,15354.128125,19192.66015625,4,19000,0.8081120065789473,20472.170833333334
flat,2,10,12002_12004,약품+전력·통신,2939.25625,7.952824672270742,17635.5375,22044.421875,5,21700,0.8126975806451612,23514.05
flat,2,11,12001_12002_12004,식량+약품+전력·통신,2847.5078125,7.9033938182221,17085.046875,21356.30859375,5,21700,0.7873293490783411,22780.0625
flat,2,12,12003_12004,공구+전력·통신,3332.8890625,8.488172543413993,19997.334375,24996.66796875,6,25000,0.7998933749999999,26663.1125
flat,2,13,12001_12003_12004,식량+공구+전력·통신,3219.272916666667,8.412979981553944,19315.6375,24144.546875,6,25000,0.7726255000000001,25754.183333333334
flat,2,14,12002_12003_12004,약품+공구+전력·통신,3436.6911458333334,8.367484490680924,20620.146875,25775.18359375,6,25000,0.8248058749999999,27493.529166666667
flat,2,15,12001_12002_12003_12004,식량+약품+공구+전력·통신,3218.8640625,8.151901603972188,19313.184374999997,24141.48046875,6,25000,0.7725273749999999,25750.9125
flat,2,16,12005,핵보호,6246.884895833334,22.66939690712573,37481.309375000004,46851.63671875,7,46600,0.804319943669528,49975.07916666667
flat,2,17,12001_12005,식량+핵보호,6392.1640625,22.722875818354368,38352.984375,47941.23046875,7,46600,0.8230254157725322,51137.3125
flat,2,18,12002_12005,약품+핵보호,6581.299479166667,22.385314250050822,39487.796875,49359.74609375,7,46600,0.8473776153433477,52650.395833333336
flat,2,19,12001_12002_12005,식량+약품+핵보호,6097.005208333333,22.25743189661837,36582.03125,45727.5390625,7,46600,0.7850221298283262,48776.041666666664
flat,2,20,12003_12005,공구+핵보호,6805.2109375,22.027398012689734,40831.265625,51039.08203125,8,52600,0.776259802756654,54441.6875
flat,2,21,12001_12003_12005,식량+공구+핵보호,6319.928125,21.955764330081855,37919.568750000006,47399.4609375,7,46600,0.8137246512875538,50559.425
flat,2,22,12002_12003_12005,약품+공구+핵보호,6335.7109375,21.437587436064465,38014.265625,47517.83203125,7,46600,0.8157567730686696,50685.6875
flat,2,23,12001_12002_12003_12005,식량+약품+공구+핵보호,5855.2921875,21.237008830275016,35131.753125,43914.69140625,7,46600,0.7539002816523606,46842.3375
flat,2,24,12004_12005,전력·통신+핵보호,7213.1578125,21.90525070359935,43278.946874999994,54098.68359375,8,52600,0.8227936668250949,57705.2625
flat,2,25,12001_12004_12005,식량+전력·통신+핵보호,6820.198958333333,22.289122174711917,40921.19375,51151.4921875,8,52600,0.7779694629277566,54561.59166666667
flat,2,26,12002_12004_12005,약품+전력·통신+핵보호,6847.015625,21.85559644925295,41082.09375,51352.6171875,8,52600,0.7810283982889734,54776.125
flat,2,27,12001_12002_12004_12005,식량+약품+전력·통신+핵보호,6286.931770833334,21.62174078099332,37721.590625000004,47151.98828125,7,46600,0.8094761936695279,50295.45416666667
flat,2,28,12003_12004_12005,공구+전력·통신+핵보호,7031.660416666667,21.73683866058097,42189.9625,52737.453125,8,52600,0.8020905418250951,56253.28333333333
flat,2,29,12001_12003_12004_12005,식량+공구+전력·통신+핵보호,6464.561979166667,21.29532771144174,38787.371875,48484.21484375,7,46600,0.8323470359442059,51716.495833333334
flat,2,30,12002_12003_12004_12005,약품+공구+전력·통신+핵보호,6441.1015625,20.900704448108677,38646.609375,48308.26171875,7,46600,0.8293263814377683,51528.8125
flat,2,31,12001_12002_12003_12004_12005,식량+약품+공구+전력·통신+핵보호,5986.0265625,20.66739151403755,35916.159375,44895.19921875,7,46600,0.7707330337982833,47888.2125
flat,2,32,12006,정밀장비,10231.973958333334,37.94475835585026,61391.84375,76739.8046875,10,75500,0.8131370033112583,81855.79166666667
