demand,phase,before_mask,after_mask,added_facility,mean_before,mean_after,change_rate,target_before,target_after
draft,1,37,53,12005,9777.182291666666,11091.005208333334,0.13437643663312615,74500,84300
draft,1,38,39,12001,9442.2203125,8606.653645833334,-0.0884926043888754,74500,64500
draft,1,38,46,12004,9442.2203125,9069.90625,-0.03943077477308121,74500,64500
draft,1,38,54,12005,9442.2203125,10727.796875,0.13615193460357,74500,84300
draft,1,39,47,12004,8606.653645833334,8367.9703125,-0.027732419957306687,64500,64500
draft,1,39,55,12005,8606.653645833334,9943.556770833333,0.15533367322701808,64500,74500
draft,1,40,41,12001,12278.5359375,10909.466145833334,-0.11150106157896045,96700,84300
draft,1,40,42,12002,12278.5359375,10495.359895833333,-0.14522708983736832,96700,74500
draft,1,40,44,12003,12278.5359375,10267.1875,-0.16381011936098355,96700,74500
draft,1,40,56,12005,12278.5359375,13595.653125,0.10726988903272905,96700,96700
draft,1,41,43,12002,10909.466145833334,9490.205208333333,-0.13009444445107532,84300,74500
draft,1,41,45,12003,10909.466145833334,9332.408854166666,-0.14455861273000925,84300,74500
draft,1,41,57,12005,10909.466145833334,12185.0953125,0.11692865165119626,84300,96700
draft,1,42,43,12001,10495.359895833333,9490.205208333333,-0.09577134061872883,74500,74500
draft,1,42,46,12003,10495.359895833333,9069.90625,-0.1358175098311054,74500,64500
draft,1,42,58,12005,10495.359895833333,11739.748958333334,0.11856563994475544,74500,84300
draft,1,43,47,12003,9490.205208333333,8367.9703125,-0.11825191038523597,74500,64500
draft,1,43,59,12005,9490.205208333333,10772.766145833333,0.13514575389516192,74500,84300
draft,1,44,45,12001,10267.1875,9332.408854166666,-0.09104524932785474,74500,74500
draft,1,44,46,12002,10267.1875,9069.90625,-0.1166123877644194,74500,64500
draft,1,44,60,12005,10267.1875,11401.058333333332,0.11043636179171101,74500,84300
draft,1,45,47,12002,9332.408854166666,8367.9703125,-0.10334293714918752,74500,64500
draft,1,45,61,12005,9332.408854166666,10525.802604166667,0.12787628238846205,74500,74500
draft,1,46,47,12001,9069.90625,8367.9703125,-0.07739175225763772,64500,64500
draft,1,46,62,12005,9069.90625,10240.096875,0.12901904305791456,64500,74500
draft,1,47,63,12005,8367.9703125,9549.459375,0.1411918324728163,64500,74500
draft,1,48,49,12001,15061.525,13176.238541666668,-0.12517234863888826,113000,96700
draft,1,48,50,12002,15061.525,12606.85625,-0.16297610965689058,113000,96700
draft,1,48,52,12003,15061.525,12196.389583333334,-0.19022877276150096,113000,96700
draft,1,48,56,12004,15061.525,13595.653125,-0.09732559451981115,113000,96700
draft,1,49,51,12002,13176.238541666668,11393.9796875,-0.13526309868561548,96700,84300
draft,1,49,53,12003,13176.238541666668,11091.005208333334,-0.15825710249091862,96700,84300
draft,1,49,57,12004,13176.238541666668,12185.0953125,-0.0752220162098931,96700,96700
draft,1,50,51,12001,12606.85625,11393.9796875,-0.09620769353184311,96700,84300
draft,1,50,54,12003,12606.85625,10727.796875,-0.14905059102264295,96700,84300
draft,1,50,58,12004,12606.85625,11739.748958333334,-0.06878061226934884,96700,84300
draft,1,51,55,12003,11393.9796875,9943.556770833333,-0.12729730580947785,84300,74500
draft,1,51,59,12004,11393.9796875,10772.766145833333,-0.05452120845433672,84300,84300
draft,1,52,53,12001,12196.389583333334,11091.005208333334,-0.09063209792105487,96700,84300
draft,1,52,54,12002,12196.389583333334,10727.796875,-0.12041208574873674,96700,84300
draft,1,52,60,12004,12196.389583333334,11401.058333333332,-0.06521038415227742,96700,84300
draft,1,53,55,12002,11091.005208333334,9943.556770833333,-0.10345756907929815,84300,74500
draft,1,53,61,12004,11091.005208333334,10525.802604166667,-0.05096044889979823,84300,74500
draft,1,54,55,12001,10727.796875,9943.556770833333,-0.07310355642492228,84300,74500
draft,1,54,62,12004,10727.796875,10240.096875,-0.045461338025194586,84300,74500
draft,1,55,63,12004,9943.556770833333,9549.459375,-0.039633443536955304,74500,74500
draft,1,56,57,12001,13595.653125,12185.0953125,-0.10375064732316797,96700,96700
draft,1,56,58,12002,13595.653125,11739.748958333334,-0.13650717252075129,96700,84300
draft,1,56,60,12003,13595.653125,11401.058333333332,-0.16141885729867556,96700,84300
draft,1,57,59,12002,12185.0953125,10772.766145833333,-0.11590628800562908,96700,84300
draft,1,57,61,12003,12185.0953125,10525.802604166667,-0.13617396218732558,96700,74500
draft,1,58,59,12001,11739.748958333334,10772.766145833333,-0.082368270048364,84300,84300
draft,1,58,62,12003,11739.748958333334,10240.096875,-0.12774140985943505,84300,74500
draft,1,59,63,12003,10772.766145833333,9549.459375,-0.11355549301573586,84300,74500
draft,1,60,61,12001,11401.058333333332,10525.802604166667,-0.07676969133713452,84300,74500
draft,1,60,62,12002,11401.058333333332,10240.096875,-0.1018292709668035,84300,74500
draft,1,61,63,12002,10525.802604166667,9549.459375,-0.09275712892242338,74500,74500
draft,1,62,63,12001,10240.096875,9549.459375,-0.06744443030476688,74500,74500
draft,2,0,1,12001,813.6713541666667,1042.3588541666666,0.2810563488918858,6100,7800
draft,2,0,2,12002,813.6713541666667,1555.8276041666666,0.9121081210485651,6100,12300
draft,2,0,4,12003,813.6713541666667,2076.679166666667,1.552233350765467,6100,16100
draft,2,0,8,12004,813.6713541666667,2557.032291666667,2.1425861050319126,6100,19100
draft,2,0,16,12005,813.6713541666667,6886.1828125,7.463100952537015,6100,50600
draft,2,0,32,12006,813.6713541666667,11351.008854166666,12.950360665937376,6100,83900
draft,2,1,3,12002,1042.3588541666666,1713.3958333333333,0.643767716352484,7800,12300
draft,2,1,5,12003,1042.3588541666666,2212.2630208333335,1.1223621903245298,7800,16100
draft,2,1,9,12004,1042.3588541666666,2591.634375,1.4863168424581867,7800,19100
draft,2,1,17,12005,1042.3588541666666,7018.073958333333,5.732877003231353,7800,50600
draft,2,1,33,12006,1042.3588541666666,11445.7765625,9.980648858833305,7800,83900
draft,2,2,3,12001,1555.8276041666666,1713.3958333333333,0.10127614958410747,12300,12300
draft,2,2,6,12003,1555.8276041666666,2583.121875,0.6602879831172384,12300,19100
draft,2,2,10,12004,1555.8276041666666,2974.0182291666665,0.9115345564006831,12300,23000
draft,2,2,18,12005,1555.8276041666666,7135.910416666667,3.586568844488916,12300,50600
draft,2,2,34,12006,1555.8276041666666,11365.194270833334,6.304918771460394,12300,83900
draft,2,3,7,12003,1713.3958333333333,2507.3953125,0.4634069160901231,12300,19100
draft,2,3,11,12004,1713.3958333333333,2883.0817708333334,0.6826711695828218,12300,23000
draft,2,3,19,12005,1713.3958333333333,6674.707291666667,2.895601449363472,12300,50600
draft,2,3,35,12006,1713.3958333333333,10508.654166666667,5.133232007587273,12300,83900
draft,2,4,5,12001,2076.679166666667,2212.2630208333335,0.06528878237089275,16100,16100
draft,2,4,6,12002,2076.679166666667,2583.121875,0.24387142533251183,16100,19100
draft,2,4,12,12004,2076.679166666667,3373.3166666666666,0.624380270584246,16100,25200
draft,2,4,20,12005,2076.679166666667,7348.080729166667,2.5383803367957256,16100,56600
draft,2,4,36,12006,2076.679166666667,11390.609895833333,4.485011877938134,16100,83900
draft,2,5,7,12002,2212.2630208333335,2507.3953125,0.13340741534227396,16100,19100
draft,2,5,13,12004,2212.2630208333335,3262.2625,0.4746268726994063,16100,25200
draft,2,5,21,12005,2212.2630208333335,6880.130208333333,2.109996480319808,16100,50600
draft,2,5,37,12006,2212.2630208333335,10585.0625,3.7847215273764014,16100,83900
draft,2,6,7,12001,2583.121875,2507.3953125,-0.029315907713413636,19100,19100
draft,2,6,14,12004,2583.121875,3460.0057291666667,0.3394666982821579,19100,25200
draft,2,6,22,12005,2583.121875,6824.610416666666,1.6420009379800042,19100,50600
draft,2,6,38,12006,2583.121875,10280.966666666667,2.98005481900333,19100,73100
draft,2,7,15,12004,2507.3953125,3249.25625,0.2958691570498022,19100,23000
draft,2,7,23,12005,2507.3953125,6363.359375,1.5378365123668551,19100,50600
draft,2,7,39,12006,2507.3953125,9524.966666666667,2.7987494908291084,19100,73100
draft,2,8,9,12001,2557.032291666667,2591.634375,0.013532126068998451,19100,19100
draft,2,8,10,12002,2557.032291666667,2974.0182291666665,0.16307417738092367,19100,23000
draft,2,8,12,12003,2557.032291666667,3373.3166666666666,0.319231156235398,19100,25200
draft,2,8,24,12005,2557.032291666667,7748.261979166667,2.0301776025348395,19100,56600
draft,2,8,40,12006,2557.032291666667,11871.302604166667,3.6426095762869632,19100,83900
draft,2,9,11,12002,2591.634375,2883.0817708333334,0.11245698800909487,19100,23000
draft,2,9,13,12003,2591.634375,3262.2625,0.25876648784611045,19100,25200
draft,2,9,25,12005,2591.634375,7377.444791666667,1.8466379605212122,19100,56600
draft,2,9,41,12006,2591.634375,11247.860416666666,3.3400645265274607,19100,83900
draft,2,10,11,12001,2974.0182291666665,2883.0817708333334,-0.030576967364054797,23000,23000
draft,2,10,14,12003,2974.0182291666665,3460.0057291666667,0.16341106965446417,23000,25200
draft,2,10,26,12005,2974.0182291666665,7332.034375,1.465362956788086,23000,56600
draft,2,10,42,12006,2974.0182291666665,10995.504166666668,2.6971878850075703,23000,83900
draft,2,11,15,12003,2883.0817708333334,3249.25625,0.12700801027257258,23000,23000
draft,2,11,27,12005,2883.0817708333334,6794.814583333334,1.3567887154894476,23000,50600
draft,2,11,43,12006,2883.0817708333334,10116.475520833334,2.508910369166963,23000,73100
draft,2,12,13,12001,3373.3166666666666,3262.2625,-0.032921358307106297,25200,25200
draft,2,12,14,12002,3373.3166666666666,3460.0057291666667,0.025698465654474534,25200,25200
draft,2,12,28,12005,3373.3166666666666,7493.9578125,1.2215399717883981,25200,56600
draft,2,12,44,12006,3373.3166666666666,11024.615625,2.268182834401356,25200,83900
draft,2,13,15,12002,3262.2625,3249.25625,-0.0039868802709776,25200,23000
draft,2,13,29,12005,3262.2625,6954.722916666667,1.1318710302027095,25200,50600
draft,2,13,45,12006,3262.2625,10170.353125,2.117576566876516,25200,73100
draft,2,14,15,12001,3460.0057291666667,3249.25625,-0.060910153237643705,25200,23000
draft,2,14,30,12005,3460.0057291666667,6866.718229166667,0.9845973581149237,25200,50600
draft,2,14,46,12006,3460.0057291666667,9892.714583333332,1.8591613302663421,25200,73100
draft,2,15,31,12005,3249.25625,6433.7453125,0.9800670730417154,23000,50600
draft,2,15,47,12006,3249.25625,9205.708854166667,1.8331741622922686,23000,73100
draft,2,16,17,12001,6886.1828125,7018.073958333333,0.019153012550570114,50600,50600
draft,2,16,18,12002,6886.1828125,7135.910416666667,0.03626502678862287,50600,50600
draft,2,16,20,12003,6886.1828125,7348.080729166667,0.06707604622813901,50600,56600
draft,2,16,24,12004,6886.1828125,7748.261979166667,0.1251897009039311,50600,56600
draft,2,16,48,12006,6886.1828125,13827.055729166666,1.0079420058479118,50600,103700
draft,2,17,19,12002,7018.073958333333,6674.707291666667,-0.04892605417173601,50600,50600
draft,2,17,21,12003,7018.073958333333,6880.130208333333,-0.019655499616985983,50600,50600
draft,2,17,25,12004,7018.073958333333,7377.444791666667,0.05120647566083458,50600,56600
draft,2,17,49,12006,7018.073958333333,12688.9453125,0.8080381295259813,50600,95200
draft,2,18,19,12001,7135.910416666667,6674.707291666667,-0.06463129412650859,50600,50600
draft,2,18,22,12003,7135.910416666667,6824.610416666666,-0.0436244265725263,50600,50600
draft,2,18,26,12004,7135.910416666667,7332.034375,0.027484083583121377,50600,56600
draft,2,18,50,12006,7135.910416666667,12263.321875,0.7185364107651528,50600,95200
draft,2,19,23,12003,6674.707291666667,6363.359375,-0.04664592813761026,50600,50600
draft,2,19,27,12004,6674.707291666667,6794.814583333334,0.017994390827687834,50600,50600
draft,2,19,51,12006,6674.707291666667,11318.978125,0.6958014232521743,50600,83900
draft,2,20,21,12001,7348.080729166667,6880.130208333333,-0.06368336686556841,56600,50600
draft,2,20,22,12002,7348.080729166667,6824.610416666666,-0.07123905299817879,56600,50600
draft,2,20,28,12004,7348.080729166667,7493.9578125,0.019852406187415017,56600,56600
draft,2,20,52,12006,7348.080729166667,12243.1578125,0.6661708361345773,56600,95200
draft,2,21,23,12002,6880.130208333333,6363.359375,-0.07511061821292442,50600,50600
draft,2,21,29,12004,6880.130208333333,6954.722916666667,0.010841758233439469,50600,50600
draft,2,21,53,12006,6880.130208333333,11318.2515625,0.6450635699875471,50600,83900
draft,2,22,23,12001,6824.610416666666,6363.359375,-0.06758642816302396,50600,50600
draft,2,22,30,12004,6824.610416666666,6866.718229166667,0.006169995051610089,50600,50600
draft,2,22,54,12006,6824.610416666666,11005.9953125,0.6126921011669468,50600,83900
draft,2,23,31,12004,6363.359375,6433.7453125,0.011061128776810536,50600,50600
draft,2,23,55,12006,6363.359375,10290.9171875,0.617214521614222,50600,73100
draft,2,24,25,12001,7748.261979166667,7377.444791666667,-0.047858111728416475,56600,56600
draft,2,24,26,12002,7748.261979166667,7332.034375,-0.05371883466070315,56600,56600
draft,2,24,28,12003,7748.261979166667,7493.9578125,-0.032820801277813505,56600,56600
draft,2,24,56,12006,7748.261979166667,13247.331770833332,0.7097165540417227,56600,95200
draft,2,25,27,12002,7377.444791666667,6794.814583333334,-0.07897452638228541,56600,50600
draft,2,25,29,12003,7377.444791666667,6954.722916666667,-0.05729922580749014,56600,50600
draft,2,25,57,12006,7377.444791666667,12132.390625,0.6445247599418666,56600,95200
draft,2,26,27,12001,7332.034375,6794.814583333334,-0.07327022272268957,56600,50600
draft,2,26,30,12003,7332.034375,6866.718229166667,-0.06346344302747942,56600,50600
draft,2,26,58,12006,7332.034375,11717.3765625,0.5981071505137343,56600,83900
draft,2,27,31,12003,6794.814583333334,6433.7453125,-0.05313894388214546,50600,50600
draft,2,27,59,12006,6794.814583333334,10909.136458333332,0.6055090723287455,50600,83900
draft,2,28,29,12001,7493.9578125,6954.722916666667,-0.07195595562786383,56600,50600
draft,2,28,30,12002,7493.9578125,6866.718229166667,-0.08369937475322997,56600,50600
draft,2,28,60,12006,7493.9578125,11714.152604166668,0.5631463236458762,56600,83900
draft,2,29,31,12002,6954.722916666667,6433.7453125,-0.07490990085574334,50600,50600
draft,2,29,61,12006,6954.722916666667,10903.9046875,0.5678417124813564,50600,83900
draft,2,30,31,12001,6866.718229166667,6433.7453125,-0.06305383477475401,50600,50600
draft,2,30,62,12006,6866.718229166667,10625.261458333332,0.5473565542855827,50600,83900
draft,2,31,63,12006,6433.7453125,9995.6640625,0.5536306734243297,50600,73100
draft,2,32,33,12001,11351.008854166666,11445.7765625,0.008348835733534399,83900,83900
draft,2,32,34,12002,11351.008854166666,11365.194270833334,0.0012497053653042212,83900,83900
draft,2,32,36,12003,11351.008854166666,11390.609895833333,0.0034887684588609247,83900,83900
draft,2,32,40,12004,11351.008854166666,11871.302604166667,0.04583678479019193,83900,83900
draft,2,32,48,12005,11351.008854166666,13827.055729166666,0.21813452062378635,83900,103700
draft,2,33,35,12002,11445.7765625,10508.654166666667,-0.08187495105431664,83900,83900
draft,2,33,37,12003,11445.7765625,10585.0625,-0.07519927178379249,83900,83900
draft,2,33,41,12004,11445.7765625,11247.860416666666,-0.017291631087904435,83900,83900
draft,2,33,49,12005,11445.7765625,12688.9453125,0.10861375313519717,83900,95200
draft,2,34,35,12001,11365.194270833334,10508.654166666667,-0.07536519691219168,83900,83900
draft,2,34,38,12003,11365.194270833334,10280.966666666667,-0.09539895036806678,83900,73100
draft,2,34,42,12004,11365.194270833334,10995.504166666668,-0.03252826967642841,83900,83900
draft,2,34,50,12005,11365.194270833334,12263.321875,0.07902439525134586,83900,95200
draft,2,35,39,12003,10508.654166666667,9524.966666666667,-0.09360737201917313,83900,73100
draft,2,35,43,12004,10508.654166666667,10116.475520833334,-0.03731958818069392,83900,73100
draft,2,35,51,12005,10508.654166666667,11318.978125,0.07711015563759549,83900,83900
draft,2,36,37,12001,11390.609895833333,10585.0625,-0.07072030411014263,83900,83900
draft,2,36,38,12002,11390.609895833333,10280.966666666667,-0.097417367403002,83900,73100
draft,2,36,44,12004,11390.609895833333,11024.615625,-0.03213122687725556,83900,83900
draft,2,36,52,12005,11390.609895833333,12243.1578125,0.07484655558070918,83900,95200
draft,2,37,39,12002,10585.0625,9524.966666666667,-0.10015017231436596,83900,73100
draft,2,37,45,12004,10585.0625,10170.353125,-0.03917873654501336,83900,73100
draft,2,37,53,12005,10585.0625,11318.2515625,0.0692663895465897,83900,83900
draft,2,38,39,12001,10280.966666666667,9524.966666666667,-0.07353394136089664,73100,73100
draft,2,38,46,12004,10280.966666666667,9892.714583333332,-0.037764161281851005,73100,73100
draft,2,38,54,12005,10280.966666666667,11005.9953125,0.07052144699428387,73100,83900
draft,2,39,47,12004,9524.966666666667,9205.708854166667,-0.03351799787575804,73100,73100
draft,2,39,55,12005,9524.966666666667,10290.9171875,0.08041503426083718,73100,73100
draft,2,40,41,12001,11871.302604166667,11247.860416666666,-0.05251674633255332,83900,83900
draft,2,40,42,12002,11871.302604166667,10995.504166666668,-0.0737744177452444,83900,83900
draft,2,40,44,12003,11871.302604166667,11024.615625,-0.0713221629839923,83900,83900
draft,2,40,56,12005,11871.302604166667,13247.331770833332,0.11591223074237011,83900,95200
draft,2,41,43,12002,11247.860416666666,10116.475520833334,-0.10058667639197305,83900,73100
draft,2,41,45,12003,11247.860416666666,10170.353125,-0.09579664502860086,83900,73100
draft,2,41,57,12005,11247.860416666666,12132.390625,0.07863986354441854,83900,95200
draft,2,42,43,12001,10995.504166666668,10116.475520833334,-0.07994436930851667,83900,73100
draft,2,42,46,12003,10995.504166666668,9892.714583333332,-0.10029459009951436,83900,73100
draft,2,42,58,12005,10995.504166666668,11717.3765625,0.06565159586058078,83900,83900
draft,2,43,47,12003,10116.475520833334,9205.708854166667,-0.09002806014714138,73100,73100
draft,2,43,59,12005,10116.475520833334,10909.136458333332,0.0783534676545834,73100,83900
draft,2,44,45,12001,11024.615625,10170.353125,-0.07748682848069821,83900,73100
draft,2,44,46,12002,11024.615625,9892.714583333332,-0.10267034064207281,83900,73100
draft,2,44,60,12005,11024.615625,11714.152604166668,0.06254521723215789,83900,83900
draft,2,45,47,12002,10170.353125,9205.708854166667,-0.09484865067881632,73100,73100
draft,2,45,61,12005,10170.353125,10903.9046875,0.07212645947335283,73100,83900
draft,2,46,47,12001,9892.714583333332,9205.708854166667,-0.06944562317850478,73100,73100
draft,2,46,62,12005,9892.714583333332,10625.261458333332,0.07404912664054342,73100,83900
draft,2,47,63,12005,9205.708854166667,9995.6640625,0.08581144818367625,73100,73100
draft,2,48,49,12001,13827.055729166666,12688.9453125,-0.08231039484898772,103700,95200
draft,2,48,50,12002,13827.055729166666,12263.321875,-0.11309232310882644,103700,95200
draft,2,48,52,12003,13827.055729166666,12243.1578125,-0.1145506279638121,103700,95200
draft,2,48,56,12004,13827.055729166666,13247.331770833332,-0.04192678251165716,103700,95200
draft,2,49,51,12002,12688.9453125,11318.978125,-0.10796541034426499,95200,83900
draft,2,49,53,12003,12688.9453125,11318.2515625,-0.1080226698313308,95200,83900
draft,2,49,57,12004,12688.9453125,12132.390625,-0.04386138278582796,95200,95200
draft,2,50,51,12001,12263.321875,11318.978125,-0.07700554218715716,95200,83900
draft,2,50,54,12003,12263.321875,11005.9953125,-0.10252740450882114,95200,83900
draft,2,50,58,12004,12263.321875,11717.3765625,-0.04451855036219543,95200,83900
draft,2,51,55,12003,11318.978125,10290.9171875,-0.09082630305904937,83900,73100
draft,2,51,59,12004,11318.978125,10909.136458333332,-0.03620836281690998,83900,83900
draft,2,52,53,12001,12243.1578125,11318.2515625,-0.07554474623006902,95200,83900
draft,2,52,54,12002,12243.1578125,11005.9953125,-0.10104929781570604,95200,83900
draft,2,52,60,12004,12243.1578125,11714.152604166668,-0.04320823242131444,95200,83900
draft,2,53,55,12002,11318.2515625,10290.9171875,-0.09076793967045216,83900,73100
draft,2,53,61,12004,11318.2515625,10903.9046875,-0.03660873525490693,83900,83900
draft,2,54,55,12001,11005.9953125,10290.9171875,-0.06497169085542442,83900,73100
draft,2,54,62,12004,11005.9953125,10625.261458333332,-0.03459331422159073,83900,83900
draft,2,55,63,12004,10290.9171875,9995.6640625,-0.028690652117833837,73100,73100
draft,2,56,57,12001,13247.331770833332,12132.390625,-0.08416345005324766,95200,95200
draft,2,56,58,12002,13247.331770833332,11717.3765625,-0.11549157481673689,95200,83900
draft,2,56,60,12003,13247.331770833332,11714.152604166668,-0.11573494143494367,95200,83900
draft,2,57,59,12002,12132.390625,10909.136458333332,-0.10082548480973164,95200,83900
draft,2,57,61,12003,12132.390625,10903.9046875,-0.1012567082178002,95200,83900
draft,2,58,59,12001,11717.3765625,10909.136458333332,-0.06897790643285617,83900,83900
draft,2,58,62,12003,11717.3765625,10625.261458333332,-0.09320474581843219,83900,83900
draft,2,59,63,12003,10909.136458333332,9995.6640625,-0.08373461999694243,83900,73100
draft,2,60,61,12001,11714.152604166668,10903.9046875,-0.06916829104466893,83900,83900
draft,2,60,62,12002,11714.152604166668,10625.261458333332,-0.09295517846045664,83900,83900
draft,2,61,63,12002,10903.9046875,9995.6640625,-0.0832949893666246,83900,73100
draft,2,62,63,12001,10625.261458333332,9995.6640625,-0.0592547673581757,83900,73100
flat,0,0,1,12001,805.9104166666667,1122.3833333333334,0.39268994434348325,6000,8400
flat,0,0,2,12002,805.9104166666667,1840.7442708333333,1.284055687537645,6000,13700
flat,0,0,4,12003,805.9104166666667,2591.215625,2.2152650858113363,6000,19400
flat,0,0,8,12004,805.9104166666667,3170.8385416666665,2.9344801557245037,6000,23200
flat,0,0,16,12005,805.9104166666667,9358.657291666666,10.612528015675853,6000,71000
flat,0,0,32,12006,805.9104166666667,15653.864583333334,18.423827089962955,6000,119800
flat,0,1,3,12002,1122.3833333333334,1820.4427083333333,0.6219438174717489,8400,13700
flat,0,1,5,12003,1122.3833333333334,2430.547395833333,1.1655234211425087,8400,19400
flat,0,1,9,12004,1122.3833333333334,2917.7630208333335,1.599613638388548,8400,23200
flat,0,1,17,12005,1122.3833333333334,7956.338541666667,6.088788923867365,8400,58300
flat,0,1,33,12006,1122.3833333333334,13045.120833333332,10.622696494067682,8400,92300
flat,0,2,3,12001,1840.7442708333333,1820.4427083333333,-0.01102899670621238,13700,13700
flat,0,2,6,12003,1840.7442708333333,2743.5661458333334,0.49046567157928944,13700,19400
flat,0,2,10,12004,1840.7442708333333,3243.7703125,0.7622058446127853,13700,23200
flat,0,2,18,12005,1840.7442708333333,7722.5984375,3.1953673630090185,13700,58300
flat,0,2,34,12006,1840.7442708333333,12366.118229166666,5.717999031754875,13700,92300
flat,0,3,7,12003,1820.4427083333333,2562.789583333333,0.4077837064587655,13700,19400
flat,0,3,11,12004,1820.4427083333333,2956.055729166667,0.6238114584078394,13700,23200
flat,0,3,19,12005,1820.4427083333333,6809.142708333334,2.7403773692868896,13700,49500
flat,0,3,35,12006,1820.4427083333333,10732.043229166668,4.89529304055504,13700,80600
flat,0,4,5,12001,2591.215625,2430.547395833333,-0.06200496308240133,19400,19400
flat,0,4,6,12002,2591.215625,2743.5661458333334,0.058794999290471495,19400,19400
flat,0,4,12,12004,2591.215625,3745.126041666667,0.4453162467583789,19400,26700
flat,0,4,20,12005,2591.215625,7904.436979166667,2.050474419382473,19400,58300
flat,0,4,36,12006,2591.215625,12296.8296875,3.7455833350418306,19400,92300
flat,0,5,7,12002,2430.547395833333,2562.789583333333,0.054408396942475346,19400,19400
flat,0,5,13,12004,2430.547395833333,3373.6442708333334,0.3880183026328732,19400,26700
flat,0,5,21,12005,2430.547395833333,6981.499479166667,1.8723980001932867,19400,49500
flat,0,5,37,12006,2430.547395833333,10699.719791666666,3.4021852073360535,19400,80600
flat,0,6,7,12001,2743.5661458333334,2562.789583333333,-0.0658910895130217,19400,19400
flat,0,6,14,12004,2743.5661458333334,3542.4703125,0.2911918737151522,19400,26700
flat,0,6,22,12005,2743.5661458333334,6835.11875,1.4913263929796359,19400,49500
flat,0,6,38,12006,2743.5661458333334,10249.475,2.7358220852688118,19400,80600
flat,0,7,15,12004,2562.789583333333,3270.3958333333335,0.27610782196158334,19400,23200
flat,0,7,23,12005,2562.789583333333,6228.7828125,1.430469849342229,19400,49500
flat,0,7,39,12006,2562.789583333333,9238.0140625,2.60467130137326,19400,71000
flat,0,8,9,12001,3170.8385416666665,2917.7630208333335,-0.07981343657451279,23200,23200
flat,0,8,10,12002,3170.8385416666665,3243.7703125,0.02300078350725432,23200,23200
flat,0,8,12,12003,3170.8385416666665,3745.126041666667,0.18111533982368644,23200,26700
flat,0,8,24,12005,3170.8385416666665,9000.649479166666,1.8385707316512292,23200,71000
flat,0,8,40,12006,3170.8385416666665,13932.1453125,3.3938362453412534,23200,104600
flat,0,9,11,12002,2917.7630208333335,2956.055729166667,0.013123995355317275,23200,23200
flat,0,9,13,12003,2917.7630208333335,3373.6442708333334,0.15624341207456838,23200,26700
flat,0,9,25,12005,2917.7630208333335,7800.5390625,1.6734655990917697,23200,58300
flat,0,9,41,12006,2917.7630208333335,11895.863020833332,3.077049073517901,23200,92300
flat,0,10,11,12001,3243.7703125,2956.055729166667,-0.0886975820157837,23200,23200
flat,0,10,14,12003,3243.7703125,3542.4703125,0.09208420178486376,23200,26700
flat,0,10,26,12005,3243.7703125,7596.528125,1.3418822521824287,23200,58300
flat,0,10,42,12006,3243.7703125,11377.713541666666,2.507558318115863,23200,80600
flat,0,11,15,12003,2956.055729166667,3270.3958333333335,0.10633767863885346,23200,23200
flat,0,11,27,12005,2956.055729166667,6821.535416666667,1.3076477717792234,23200,49500
flat,0,11,43,12006,2956.055729166667,10118.457291666668,2.4229589083285425,23200,80600
flat,0,12,13,12001,3745.126041666667,3373.6442708333334,-0.0991907259463064,26700,26700
flat,0,12,14,12002,3745.126041666667,3542.4703125,-0.05411185816231712,26700,26700
flat,0,12,28,12005,3745.126041666667,7681.479166666667,1.05106025303443,26700,58300
flat,0,12,44,12006,3745.126041666667,11298.298958333333,2.016800725164735,26700,80600
flat,0,13,15,12002,3373.6442708333334,3270.3958333333335,-0.03060442335092317,26700,23200
flat,0,13,29,12005,3373.6442708333334,6926.3453125,1.0530751781927212,26700,49500
flat,0,13,45,12006,3373.6442708333334,10042.983854166667,1.9768947310161784,26700,71000
flat,0,14,15,12001,3542.4703125,3270.3958333333335,-0.07680360177095102,26700,23200
flat,0,14,30,12005,3542.4703125,6822.302604166666,0.9258602055445357,26700,49500
flat,0,14,46,12006,3542.4703125,9735.541145833333,1.7482350696011184,26700,71000
flat,0,15,31,12005,3270.3958333333335,6277.490625,0.9194895495575841,23200,49500
flat,0,15,47,12006,3270.3958333333335,8884.1609375,1.7165399512036643,23200,71000
flat,0,16,17,12001,9358.657291666666,7956.338541666667,-0.14984187435185625,71000,58300
flat,0,16,18,12002,9358.657291666666,7722.5984375,-0.17481769052740936,71000,58300
flat,0,16,20,12003,9358.657291666666,7904.436979166667,-0.15538770864009488,71000,58300
flat,0,16,24,12004,9358.657291666666,9000.649479166666,-0.038254185546337416,71000,71000
flat,0,16,48,12006,9358.657291666666,16285.371875,0.7401397836740069,71000,119800
flat,0,17,19,12002,7956.338541666667,6809.142708333334,-0.1441864027436196,58300,49500
flat,0,17,21,12003,7956.338541666667,6981.499479166667,-0.12252357757212706,58300,49500
flat,0,17,25,12004,7956.338541666667,7800.5390625,-0.01958180617262051,58300,58300
flat,0,17,49,12006,7956.338541666667,14119.172395833333,0.7745816523382496,58300,104600
flat,0,18,19,12001,7722.5984375,6809.142708333334,-0.11828346851896843,58300,49500
flat,0,18,22,12003,7722.5984375,6835.11875,-0.11491982843371817,58300,49500
flat,0,18,26,12004,7722.5984375,7596.528125,-0.016324856655477227,58300,58300
flat,0,18,50,12006,7722.5984375,13491.772916666667,0.7470509474055076,58300,104600
flat,0,19,23,12003,6809.142708333334,6228.7828125,-0.08523244712187683,49500,49500
