demand,phase,mask,active_guidelines,assumed_violations,penalty,exact_target,sales6,penalty_per_exact_target,penalty_per_sales6
draft,1,54,1,2,1000,80458.4765625,64366.78125,0.012428771246037723,0.015535964057547152
draft,1,54,1,3,1500,80458.4765625,64366.78125,0.018643156869056585,0.02330394608632073
draft,1,54,1,6,3000,80458.4765625,64366.78125,0.03728631373811317,0.04660789217264146
draft,1,55,1,0,0,74576.67578125,59661.340625,0.0,0.0
draft,1,55,1,1,500,74576.67578125,59661.340625,0.006704509080917086,0.008380636351146359
draft,1,55,1,2,1000,74576.67578125,59661.340625,0.013409018161834173,0.016761272702292718
draft,1,55,1,3,1500,74576.67578125,59661.340625,0.02011352724275126,0.025141909053439077
draft,1,55,1,6,3000,74576.67578125,59661.340625,0.04022705448550252,0.05028381810687815
draft,1,56,1,0,0,101967.3984375,81573.91875000001,0.0,0.0
draft,1,56,1,1,500,101967.3984375,81573.91875000001,0.004903528065457809,0.006129410081822261
draft,1,56,1,2,1000,101967.3984375,81573.91875000001,0.009807056130915618,0.012258820163644522
draft,1,56,1,3,1500,101967.3984375,81573.91875000001,0.014710584196373427,0.01838823024546678
draft,1,56,1,6,3000,101967.3984375,81573.91875000001,0.029421168392746853,0.03677646049093356
draft,1,57,1,0,0,91388.21484375,73110.571875,0.0,0.0
draft,1,57,1,1,500,91388.21484375,73110.571875,0.005471164973020531,0.006838956216275665
draft,1,57,1,2,1000,91388.21484375,73110.571875,0.010942329946041062,0.01367791243255133
draft,1,57,1,3,1500,91388.21484375,73110.571875,0.016413494919061595,0.020516868648826996
draft,1,57,1,6,3000,91388.21484375,73110.571875,0.03282698983812319,0.04103373729765399
draft,1,58,1,0,0,88048.1171875,70438.49375,0.0,0.0
draft,1,58,1,1,500,88048.1171875,70438.49375,0.005678713139717018,0.007098391424646272
draft,1,58,1,2,1000,88048.1171875,70438.49375,0.011357426279434035,0.014196782849292544
draft,1,58,1,3,1500,88048.1171875,70438.49375,0.017036139419151053,0.021295174273938816
draft,1,58,1,6,3000,88048.1171875,70438.49375,0.034072278838302106,0.04259034854787763
draft,1,59,1,0,0,80795.74609375,64636.596875,0.0,0.0
draft,1,59,1,1,500,80795.74609375,64636.596875,0.00618844461711924,0.007735555771399049
draft,1,59,1,2,1000,80795.74609375,64636.596875,0.01237688923423848,0.015471111542798097
draft,1,59,1,3,1500,80795.74609375,64636.596875,0.018565333851357717,0.023206667314197148
draft,1,59,1,6,3000,80795.74609375,64636.596875,0.037130667702715434,0.046413334628394295
draft,1,60,1,0,0,85507.9375,68406.34999999999,0.0,0.0
draft,1,60,1,1,500,85507.9375,68406.34999999999,0.005847410364681057,0.007309262955851322
draft,1,60,1,2,1000,85507.9375,68406.34999999999,0.011694820729362114,0.014618525911702644
draft,1,60,1,3,1500,85507.9375,68406.34999999999,0.01754223109404317,0.021927788867553966
draft,1,60,1,6,3000,85507.9375,68406.34999999999,0.03508446218808634,0.04385557773510793
draft,1,61,1,0,0,78943.51953125,63154.815625,0.0,0.0
draft,1,61,1,1,500,78943.51953125,63154.815625,0.006333642114880293,0.007917052643600367
draft,1,61,1,2,1000,78943.51953125,63154.815625,0.012667284229760586,0.015834105287200733
draft,1,61,1,3,1500,78943.51953125,63154.815625,0.01900092634464088,0.023751157930801098
draft,1,61,1,6,3000,78943.51953125,63154.815625,0.03800185268928176,0.047502315861602196
draft,1,62,1,0,0,76800.7265625,61440.581249999996,0.0,0.0
draft,1,62,1,1,500,76800.7265625,61440.581249999996,0.006510355075783076,0.008137943844728846
draft,1,62,1,2,1000,76800.7265625,61440.581249999996,0.013020710151566152,0.01627588768945769
draft,1,62,1,3,1500,76800.7265625,61440.581249999996,0.01953106522734923,0.02441383153418654
draft,1,62,1,6,3000,76800.7265625,61440.581249999996,0.03906213045469846,0.04882766306837308
draft,1,63,1,0,0,71620.9453125,57296.756250000006,0.0,0.0
draft,1,63,1,1,500,71620.9453125,57296.756250000006,0.006981197997574252,0.008726497496967814
draft,1,63,1,2,1000,71620.9453125,57296.756250000006,0.013962395995148504,0.017452994993935628
draft,1,63,1,3,1500,71620.9453125,57296.756250000006,0.020943593992722755,0.02617949249090344
draft,1,63,1,6,3000,71620.9453125,57296.756250000006,0.04188718798544551,0.05235898498180688
draft,2,0,2,0,0,6102.53515625,4882.028125,0.0,0.0
draft,2,0,2,1,500,6102.53515625,4882.028125,0.08193316174310242,0.10241645217887801
draft,2,0,2,2,1000,6102.53515625,4882.028125,0.16386632348620483,0.20483290435775603
draft,2,0,2,3,1500,6102.53515625,4882.028125,0.24579948522930722,0.30724935653663404
draft,2,0,2,12,6000,6102.53515625,4882.028125,0.9831979409172289,1.2289974261465362
draft,2,1,2,0,0,7817.691406249999,6254.153124999999,0.0,0.0
draft,2,1,2,1,500,7817.691406249999,6254.153124999999,0.0639575002410898,0.07994687530136226
draft,2,1,2,2,1000,7817.691406249999,6254.153124999999,0.1279150004821796,0.1598937506027245
draft,2,1,2,3,1500,7817.691406249999,6254.153124999999,0.19187250072326942,0.23984062590408678
draft,2,1,2,12,6000,7817.691406249999,6254.153124999999,0.7674900028930777,0.9593625036163471
draft,2,2,2,0,0,11668.70703125,9334.965624999999,0.0,0.0
draft,2,2,2,1,500,11668.70703125,9334.965624999999,0.04284964895090334,0.05356206118862918
draft,2,2,2,2,1000,11668.70703125,9334.965624999999,0.08569929790180668,0.10712412237725837
draft,2,2,2,3,1500,11668.70703125,9334.965624999999,0.12854894685271,0.16068618356588754
draft,2,2,2,12,6000,11668.70703125,9334.965624999999,0.51419578741084,0.6427447342635502
draft,2,3,2,0,0,12850.46875,10280.375,0.0,0.0
draft,2,3,2,1,500,12850.46875,10280.375,0.03890908648760381,0.04863635810950476
draft,2,3,2,2,1000,12850.46875,10280.375,0.07781817297520761,0.09727271621900951
draft,2,3,2,3,1500,12850.46875,10280.375,0.11672725946281143,0.14590907432851427
draft,2,3,2,12,6000,12850.46875,10280.375,0.4669090378512457,0.5836362973140571
draft,2,4,2,0,0,15575.09375,12460.075,0.0,0.0
draft,2,4,2,1,500,15575.09375,12460.075,0.03210253549838183,0.040128169372977286
draft,2,4,2,2,1000,15575.09375,12460.075,0.06420507099676366,0.08025633874595457
draft,2,4,2,3,1500,15575.09375,12460.075,0.0963076064951455,0.12038450811893187
draft,2,4,2,12,6000,15575.09375,12460.075,0.385230425980582,0.48153803247572746
draft,2,5,2,0,0,16591.97265625,13273.578125,0.0,0.0
draft,2,5,2,1,500,16591.97265625,13273.578125,0.030135054484413937,0.03766881810551742
draft,2,5,2,2,1000,16591.97265625,13273.578125,0.060270108968827875,0.07533763621103484
draft,2,5,2,3,1500,16591.97265625,13273.578125,0.09040516345324182,0.11300645431655226
draft,2,5,2,12,6000,16591.97265625,13273.578125,0.36162065381296726,0.45202581726620905
draft,2,6,2,0,0,19373.4140625,15498.731249999999,0.0,0.0
draft,2,6,2,1,500,19373.4140625,15498.731249999999,0.025808564168760588,0.03226070521095074
draft,2,6,2,2,1000,19373.4140625,15498.731249999999,0.051617128337521176,0.06452141042190147
draft,2,6,2,3,1500,19373.4140625,15498.731249999999,0.07742569250628177,0.09678211563285222
draft,2,6,2,12,6000,19373.4140625,15498.731249999999,0.3097027700251271,0.38712846253140887
draft,2,7,2,0,0,18805.46484375,15044.371874999999,0.0,0.0
draft,2,7,2,1,500,18805.46484375,15044.371874999999,0.026588015991860742,0.033235019989825934
draft,2,7,2,2,1000,18805.46484375,15044.371874999999,0.053176031983721485,0.06647003997965187
draft,2,7,2,3,1500,18805.46484375,15044.371874999999,0.07976404797558223,0.0997050599694778
draft,2,7,2,12,6000,18805.46484375,15044.371874999999,0.3190561919023289,0.3988202398779112
draft,2,8,2,0,0,19177.7421875,15342.193750000002,0.0,0.0
draft,2,8,2,1,500,19177.7421875,15342.193750000002,0.02607189079462642,0.03258986349328302
draft,2,8,2,2,1000,19177.7421875,15342.193750000002,0.05214378158925284,0.06517972698656604
draft,2,8,2,3,1500,19177.7421875,15342.193750000002,0.07821567238387926,0.09776959047984907
draft,2,8,2,12,6000,19177.7421875,15342.193750000002,0.31286268953551705,0.39107836191939627
draft,2,9,2,0,0,19437.2578125,15549.806250000001,0.0,0.0
draft,2,9,2,1,500,19437.2578125,15549.806250000001,0.02572379318231055,0.03215474147788819
draft,2,9,2,2,1000,19437.2578125,15549.806250000001,0.0514475863646211,0.06430948295577638
draft,2,9,2,3,1500,19437.2578125,15549.806250000001,0.07717137954693165,0.09646422443366456
draft,2,9,2,12,6000,19437.2578125,15549.806250000001,0.3086855181877266,0.38585689773465826
draft,2,10,2,0,0,22305.13671875,17844.109375,0.0,0.0
draft,2,10,2,1,500,22305.13671875,17844.109375,0.022416361141588216,0.028020451426985272
draft,2,10,2,2,1000,22305.13671875,17844.109375,0.04483272228317643,0.056040902853970544
draft,2,10,2,3,1500,22305.13671875,17844.109375,0.06724908342476466,0.08406135428095582
draft,2,10,2,12,6000,22305.13671875,17844.109375,0.2689963336990586,0.3362454171238233
draft,2,11,2,0,0,21623.11328125,17298.490625,0.0,0.0
draft,2,11,2,1,500,21623.11328125,17298.490625,0.02312340473346934,0.028904255916836676
draft,2,11,2,2,1000,21623.11328125,17298.490625,0.04624680946693868,0.05780851183367335
draft,2,11,2,3,1500,21623.11328125,17298.490625,0.06937021420040802,0.08671276775051003
draft,2,11,2,12,6000,21623.11328125,17298.490625,0.2774808568016321,0.3468510710020401
draft,2,12,2,0,0,25299.875,20239.9,0.0,0.0
draft,2,12,2,1,500,25299.875,20239.9,0.019762943492803817,0.02470367936600477
draft,2,12,2,2,1000,25299.875,20239.9,0.03952588698560763,0.04940735873200954
draft,2,12,2,3,1500,25299.875,20239.9,0.05928883047841146,0.07411103809801431
draft,2,12,2,12,6000,25299.875,20239.9,0.23715532191364583,0.29644415239205724
draft,2,13,2,0,0,24466.96875,19573.574999999997,0.0,0.0
draft,2,13,2,1,500,24466.96875,19573.574999999997,0.020435714988191987,0.02554464373523999
draft,2,13,2,2,1000,24466.96875,19573.574999999997,0.040871429976383974,0.05108928747047998
draft,2,13,2,3,1500,24466.96875,19573.574999999997,0.06130714496457597,0.07663393120571997
draft,2,13,2,12,6000,24466.96875,19573.574999999997,0.24522857985830387,0.3065357248228799
draft,2,14,2,0,0,25950.04296875,20760.034375,0.0,0.0
draft,2,14,2,1,500,25950.04296875,20760.034375,0.01926779083187332,0.024084738539841652
draft,2,14,2,2,1000,25950.04296875,20760.034375,0.03853558166374664,0.048169477079683304
draft,2,14,2,3,1500,25950.04296875,20760.034375,0.05780337249561997,0.07225421561952496
draft,2,14,2,12,6000,25950.04296875,20760.034375,0.23121348998247987,0.2890168624780998
draft,2,15,2,0,0,24369.421875,19495.5375,0.0,0.0
draft,2,15,2,1,500,24369.421875,19495.5375,0.02051751586741325,0.025646894834266562
draft,2,15,2,2,1000,24369.421875,19495.5375,0.0410350317348265,0.051293789668533124
draft,2,15,2,3,1500,24369.421875,19495.5375,0.06155254760223974,0.07694068450279969
draft,2,15,2,12,6000,24369.421875,19495.5375,0.24621019040895897,0.30776273801119874
draft,2,16,2,0,0,51646.37109375,41317.096875,0.0,0.0
draft,2,16,2,1,500,51646.37109375,41317.096875,0.009681222308773357,0.012101527885966697
draft,2,16,2,2,1000,51646.37109375,41317.096875,0.019362444617546715,0.024203055771933393
draft,2,16,2,3,1500,51646.37109375,41317.096875,0.029043666926320075,0.03630458365790009
draft,2,16,2,12,6000,51646.37109375,41317.096875,0.1161746677052803,0.14521833463160036
draft,2,17,2,0,0,52635.5546875,42108.44375,0.0,0.0
draft,2,17,2,1,500,52635.5546875,42108.44375,0.00949928243311058,0.011874103041388225
draft,2,17,2,2,1000,52635.5546875,42108.44375,0.01899856486622116,0.02374820608277645
draft,2,17,2,3,1500,52635.5546875,42108.44375,0.02849784729933174,0.035622309124164676
draft,2,17,2,12,6000,52635.5546875,42108.44375,0.11399138919732696,0.1424892364966587
draft,2,18,2,0,0,53519.328125,42815.4625,0.0,0.0
draft,2,18,2,1,500,53519.328125,42815.4625,0.009342419225297403,0.011678024031621752
draft,2,18,2,2,1000,53519.328125,42815.4625,0.018684838450594807,0.023356048063243505
draft,2,18,2,3,1500,53519.328125,42815.4625,0.028027257675892207,0.03503407209486526
draft,2,18,2,12,6000,53519.328125,42815.4625,0.11210903070356883,0.14013628837946104
draft,2,19,2,0,0,50060.3046875,40048.24375,0.0,0.0
draft,2,19,2,1,500,50060.3046875,40048.24375,0.009987953591597884,0.012484941989497355
draft,2,19,2,2,1000,50060.3046875,40048.24375,0.01997590718319577,0.02496988397899471
draft,2,19,2,3,1500,50060.3046875,40048.24375,0.02996386077479365,0.03745482596849206
draft,2,19,2,12,6000,50060.3046875,40048.24375,0.1198554430991746,0.14981930387396825
draft,2,20,2,0,0,55110.60546875,44088.484375,0.0,0.0
draft,2,20,2,1,500,55110.60546875,44088.484375,0.00907266388650948,0.01134082985813685
draft,2,20,2,2,1000,55110.60546875,44088.484375,0.01814532777301896,0.0226816597162737
draft,2,20,2,3,1500,55110.60546875,44088.484375,0.027217991659528443,0.03402248957441055
draft,2,20,2,12,6000,55110.60546875,44088.484375,0.10887196663811377,0.1360899582976422
draft,2,21,2,0,0,51600.9765625,41280.78125,0.0,0.0
draft,2,21,2,1,500,51600.9765625,41280.78125,0.009689739096204726,0.012112173870255908
draft,2,21,2,2,1000,51600.9765625,41280.78125,0.01937947819240945,0.024224347740511815
draft,2,21,2,3,1500,51600.9765625,41280.78125,0.02906921728861418,0.036336521610767725
draft,2,21,2,12,6000,51600.9765625,41280.78125,0.11627686915445672,0.1453460864430709
draft,2,22,2,0,0,51184.578125,40947.6625,0.0,0.0
draft,2,22,2,1,500,51184.578125,40947.6625,0.009768567375488162,0.012210709219360202
draft,2,22,2,2,1000,51184.578125,40947.6625,0.019537134750976324,0.024421418438720404
draft,2,22,2,3,1500,51184.578125,40947.6625,0.029305702126464484,0.036632127658080604
draft,2,22,2,12,6000,51184.578125,40947.6625,0.11722280850585794,0.14652851063232242
draft,2,23,2,0,0,47725.1953125,38180.15625,0.0,0.0
draft,2,23,2,1,500,47725.1953125,38180.15625,0.010476646490937292,0.013095808113671614
draft,2,23,2,2,1000,47725.1953125,38180.15625,0.020953292981874583,0.02619161622734323
draft,2,23,2,3,1500,47725.1953125,38180.15625,0.03142993947281188,0.03928742434101484
draft,2,23,2,12,6000,47725.1953125,38180.15625,0.1257197578912475,0.15714969736405937
draft,2,24,2,0,0,58111.96484375,46489.571875,0.0,0.0
draft,2,24,2,1,500,58111.96484375,46489.571875,0.008604080095112729,0.01075510011889091
draft,2,24,2,2,1000,58111.96484375,46489.571875,0.017208160190225457,0.02151020023778182
draft,2,24,2,3,1500,58111.96484375,46489.571875,0.025812240285338184,0.03226530035667273
draft,2,24,2,12,6000,58111.96484375,46489.571875,0.10324896114135274,0.12906120142669092
draft,2,25,2,0,0,55330.8359375,44264.66875,0.0,0.0
draft,2,25,2,1,500,55330.8359375,44264.66875,0.009036552430994979,0.011295690538743726
draft,2,25,2,2,1000,55330.8359375,44264.66875,0.018073104861989958,0.02259138107748745
draft,2,25,2,3,1500,55330.8359375,44264.66875,0.027109657292984937,0.033887071616231175
draft,2,25,2,12,6000,55330.8359375,44264.66875,0.10843862917193975,0.1355482864649247
draft,2,26,2,0,0,54990.2578125,43992.20625,0.0,0.0
draft,2,26,2,1,500,54990.2578125,43992.20625,0.009092519655115046,0.011365649568893807
draft,2,26,2,2,1000,54990.2578125,43992.20625,0.01818503931023009,0.022731299137787615
draft,2,26,2,3,1500,54990.2578125,43992.20625,0.02727755896534514,0.034096948706681424
draft,2,26,2,12,6000,54990.2578125,43992.20625,0.10911023586138056,0.1363877948267257
draft,2,27,2,0,0,50961.109375,40768.887500000004,0.0,0.0
draft,2,27,2,1,500,50961.109375,40768.887500000004,0.009811403364882105,0.01226425420610263
draft,2,27,2,2,1000,50961.109375,40768.887500000004,0.01962280672976421,0.02452850841220526
draft,2,27,2,3,1500,50961.109375,40768.887500000004,0.029434210094646317,0.03679276261830789
draft,2,27,2,12,6000,50961.109375,40768.887500000004,0.11773684037858527,0.14717105047323156
draft,2,28,2,0,0,56204.68359375,44963.746875,0.0,0.0
draft,2,28,2,1,500,56204.68359375,44963.746875,0.008896055773821673,0.011120069717277093
draft,2,28,2,2,1000,56204.68359375,44963.746875,0.017792111547643347,0.022240139434554187
draft,2,28,2,3,1500,56204.68359375,44963.746875,0.026688167321465023,0.03336020915183128
draft,2,28,2,12,6000,56204.68359375,44963.746875,0.1067526692858601,0.13344083660732511
draft,2,29,2,0,0,52160.421875,41728.3375,0.0,0.0
draft,2,29,2,1,500,52160.421875,41728.3375,0.009585812039600189,0.011982265049500234
draft,2,29,2,2,1000,52160.421875,41728.3375,0.019171624079200377,0.02396453009900047
draft,2,29,2,3,1500,52160.421875,41728.3375,0.028757436118800564,0.0359467951485007
draft,2,29,2,12,6000,52160.421875,41728.3375,0.11502974447520226,0.1437871805940028
draft,2,30,2,0,0,51500.38671875,41200.309375,0.0,0.0
draft,2,30,2,1,500,51500.38671875,41200.309375,0.009708664960722762,0.012135831200903453
draft,2,30,2,2,1000,51500.38671875,41200.309375,0.019417329921445525,0.024271662401806907
draft,2,30,2,3,1500,51500.38671875,41200.309375,0.029125994882168285,0.03640749360271036
draft,2,30,2,12,6000,51500.38671875,41200.309375,0.11650397952867314,0.14562997441084144
draft,2,31,2,0,0,48253.08984375,38602.471875,0.0,0.0
draft,2,31,2,1,500,48253.08984375,38602.471875,0.010362030734592692,0.012952538418240865
draft,2,31,2,2,1000,48253.08984375,38602.471875,0.020724061469185383,0.02590507683648173
draft,2,31,2,3,1500,48253.08984375,38602.471875,0.031086092203778077,0.038857615254722595
draft,2,31,2,12,6000,48253.08984375,38602.471875,0.12434436881511231,0.15543046101889038
draft,2,32,2,0,0,85132.56640625,68106.053125,0.0,0.0
draft,2,32,2,1,500,85132.56640625,68106.053125,0.00587319308117666,0.007341491351470823
draft,2,32,2,2,1000,85132.56640625,68106.053125,0.01174638616235332,0.014682982702941647
draft,2,32,2,3,1500,85132.56640625,68106.053125,0.017619579243529977,0.02202447405441247
draft,2,32,2,12,6000,85132.56640625,68106.053125,0.07047831697411991,0.08809789621764988
draft,2,33,2,0,0,85843.32421875,68674.65937499999,0.0,0.0
draft,2,33,2,1,500,85843.32421875,68674.65937499999,0.005824564746885576,0.0072807059336069705
draft,2,33,2,2,1000,85843.32421875,68674.65937499999,0.011649129493771152,0.014561411867213941
draft,2,33,2,3,1500,85843.32421875,68674.65937499999,0.01747369424065673,0.02184211780082091
draft,2,33,2,12,6000,85843.32421875,68674.65937499999,0.06989477696262691,0.08736847120328364
draft,2,34,2,0,0,85238.95703125,68191.165625,0.0,0.0
draft,2,34,2,1,500,85238.95703125,68191.165625,0.0058658624813615655,0.0073323281017019576
draft,2,34,2,2,1000,85238.95703125,68191.165625,0.011731724962723131,0.014664656203403915
draft,2,34,2,3,1500,85238.95703125,68191.165625,0.017597587444084697,0.021996984305105872
draft,2,34,2,12,6000,85238.95703125,68191.165625,0.07039034977633879,0.08798793722042349
draft,2,35,2,0,0,78814.90625,63051.925,0.0,0.0
draft,2,35,2,1,500,78814.90625,63051.925,0.006343977602587074,0.007929972003233842
draft,2,35,2,2,1000,78814.90625,63051.925,0.012687955205174148,0.015859944006467685
draft,2,35,2,3,1500,78814.90625,63051.925,0.019031932807761224,0.023789916009701526
draft,2,35,2,12,6000,78814.90625,63051.925,0.0761277312310449,0.0951596640388061
draft,2,36,2,0,0,85429.57421875,68343.659375,0.0,0.0
draft,2,36,2,1,500,85429.57421875,68343.659375,0.005852774107473668,0.0073159676343420845
draft,2,36,2,2,1000,85429.57421875,68343.659375,0.011705548214947336,0.014631935268684169
draft,2,36,2,3,1500,85429.57421875,68343.659375,0.017558322322421004,0.021947902903026253
draft,2,36,2,12,6000,85429.57421875,68343.659375,0.07023328928968402,0.08779161161210501
draft,2,37,2,0,0,79387.96875,63510.375,0.0,0.0
draft,2,37,2,1,500,79387.96875,63510.375,0.006298183564496352,0.007872729455620439
draft,2,37,2,2,1000,79387.96875,63510.375,0.012596367128992704,0.015745458911240878
draft,2,37,2,3,1500,79387.96875,63510.375,0.018894550693489057,0.02361818836686132
draft,2,37,2,12,6000,79387.96875,63510.375,0.07557820277395623,0.09447275346744528
draft,2,38,2,0,0,77107.25,61685.8,0.0,0.0
draft,2,38,2,1,500,77107.25,61685.8,0.0064844745468162854,0.008105593183520356
draft,2,38,2,2,1000,77107.25,61685.8,0.012968949093632571,0.016211186367040713
draft,2,38,2,3,1500,77107.25,61685.8,0.019453423640448855,0.02431677955056107
draft,2,38,2,12,6000,77107.25,61685.8,0.07781369456179542,0.09726711820224428
draft,2,39,2,0,0,71437.25,57149.8,0.0,0.0
draft,2,39,2,1,500,71437.25,57149.8,0.006999149603323197,0.008748937004153995
draft,2,39,2,2,1000,71437.25,57149.8,0.013998299206646393,0.01749787400830799
draft,2,39,2,3,1500,71437.25,57149.8,0.02099744880996959,0.026246811012461985
draft,2,39,2,12,6000,71437.25,57149.8,0.08398979523987836,0.10498724404984794
draft,2,40,2,0,0,89034.76953125,71227.815625,0.0,0.0
draft,2,40,2,1,500,89034.76953125,71227.815625,0.005615783616135568,0.007019729520169459
draft,2,40,2,2,1000,89034.76953125,71227.815625,0.011231567232271136,0.014039459040338919
draft,2,40,2,3,1500,89034.76953125,71227.815625,0.016847350848406703,0.02105918856050838
draft,2,40,2,12,6000,89034.76953125,71227.815625,0.06738940339362681,0.08423675424203352
draft,2,41,2,0,0,84358.953125,67487.1625,0.0,0.0
draft,2,41,2,1,500,84358.953125,67487.1625,0.005927053163629454,0.007408816454536816
draft,2,41,2,2,1000,84358.953125,67487.1625,0.011854106327258907,0.014817632909073631
draft,2,41,2,3,1500,84358.953125,67487.1625,0.01778115949088836,0.022226449363610446
draft,2,41,2,12,6000,84358.953125,67487.1625,0.07112463796355344,0.08890579745444178
draft,2,42,2,0,0,82466.28125,65973.02500000001,0.0,0.0
draft,2,42,2,1,500,82466.28125,65973.02500000001,0.006063084116576434,0.007578855145720541
draft,2,42,2,2,1000,82466.28125,65973.02500000001,0.012126168233152868,0.015157710291441083
draft,2,42,2,3,1500,82466.28125,65973.02500000001,0.0181892523497293,0.022736565437161623
draft,2,42,2,12,6000,82466.28125,65973.02500000001,0.0727570093989172,0.09094626174864649
draft,2,43,2,0,0,75873.56640625,60698.853125,0.0,0.0
draft,2,43,2,1,500,75873.56640625,60698.853125,0.006589910342725277,0.008237387928406595
draft,2,43,2,2,1000,75873.56640625,60698.853125,0.013179820685450554,0.01647477585681319
draft,2,43,2,3,1500,75873.56640625,60698.853125,0.019769731028175832,0.024712163785219787
draft,2,43,2,12,6000,75873.56640625,60698.853125,0.07907892411270333,0.09884865514087915
draft,2,44,2,0,0,82684.6171875,66147.69375,0.0,0.0
draft,2,44,2,1,500,82684.6171875,66147.69375,0.006047074014579684,0.007558842518224605
draft,2,44,2,2,1000,82684.6171875,66147.69375,0.012094148029159368,0.01511768503644921
draft,2,44,2,3,1500,82684.6171875,66147.69375,0.018141222043739053,0.022676527554673816
draft,2,44,2,12,6000,82684.6171875,66147.69375,0.07256488817495621,0.09070611021869526
draft,2,45,2,0,0,76277.6484375,61022.118749999994,0.0,0.0
draft,2,45,2,1,500,76277.6484375,61022.118749999994,0.006555000189992583,0.00819375023749073
draft,2,45,2,2,1000,76277.6484375,61022.118749999994,0.013110000379985167,0.01638750047498146
draft,2,45,2,3,1500,76277.6484375,61022.118749999994,0.01966500056997775,0.02458125071247219
draft,2,45,2,12,6000,76277.6484375,61022.118749999994,0.078660002279911,0.09832500284988877
draft,2,46,2,0,0,74195.359375,59356.28749999999,0.0,0.0
draft,2,46,2,1,500,74195.359375,59356.28749999999,0.00673896594358264,0.008423707429478303
draft,2,46,2,2,1000,74195.359375,59356.28749999999,0.01347793188716528,0.016847414858956605
draft,2,46,2,3,1500,74195.359375,59356.28749999999,0.020216897830747923,0.025271122288434908
draft,2,46,2,12,6000,74195.359375,59356.28749999999,0.08086759132299169,0.10108448915373963
draft,2,47,2,0,0,69042.81640625,55234.253125,0.0,0.0
draft,2,47,2,1,500,69042.81640625,55234.253125,0.0072418830231082264,0.009052353778885282
draft,2,47,2,2,1000,69042.81640625,55234.253125,0.014483766046216453,0.018104707557770564
draft,2,47,2,3,1500,69042.81640625,55234.253125,0.021725649069324678,0.02715706133665585
draft,2,47,2,12,6000,69042.81640625,55234.253125,0.08690259627729871,0.1086282453466234
draft,2,48,2,0,0,103702.91796875,82962.334375,0.0,0.0
draft,2,48,2,1,500,103702.91796875,82962.334375,0.004821465102367426,0.006026831377959282
draft,2,48,2,2,1000,103702.91796875,82962.334375,0.009642930204734852,0.012053662755918564
draft,2,48,2,3,1500,103702.91796875,82962.334375,0.014464395307102277,0.018080494133877845
draft,2,48,2,12,6000,103702.91796875,82962.334375,0.05785758122840911,0.07232197653551138
draft,2,49,2,0,0,95167.08984375,76133.671875,0.0,0.0
draft,2,49,2,1,500,95167.08984375,76133.671875,0.0052539170927778135,0.006567396365972267
draft,2,49,2,2,1000,95167.08984375,76133.671875,0.010507834185555627,0.013134792731944534
draft,2,49,2,3,1500,95167.08984375,76133.671875,0.01576175127833344,0.0197021890979168
draft,2,49,2,12,6000,95167.08984375,76133.671875,0.06304700511333376,0.0788087563916672
draft,2,50,2,0,0,91974.9140625,73579.93125,0.0,0.0
draft,2,50,2,1,500,91974.9140625,73579.93125,0.00543626493263406,0.006795331165792575
draft,2,50,2,2,1000,91974.9140625,73579.93125,0.01087252986526812,0.01359066233158515
draft,2,50,2,3,1500,91974.9140625,73579.93125,0.01630879479790218,0.020385993497377727
draft,2,50,2,12,6000,91974.9140625,73579.93125,0.06523517919160872,0.08154397398951091
draft,2,51,2,0,0,84892.3359375,67913.86875,0.0,0.0
draft,2,51,2,1,500,84892.3359375,67913.86875,0.005889813190770405,0.007362266488463007
draft,2,51,2,2,1000,84892.3359375,67913.86875,0.01177962638154081,0.014724532976926014
draft,2,51,2,3,1500,84892.3359375,67913.86875,0.017669439572311214,0.02208679946538902
draft,2,51,2,12,6000,84892.3359375,67913.86875,0.07067775828924486,0.08834719786155608
draft,2,52,2,0,0,91823.68359375,73458.946875,0.0,0.0
draft,2,52,2,1,500,91823.68359375,73458.946875,0.0054452182751905265,0.006806522843988159
draft,2,52,2,2,1000,91823.68359375,73458.946875,0.010890436550381053,0.013613045687976317
draft,2,52,2,3,1500,91823.68359375,73458.946875,0.016335654825571578,0.020419568531964475
draft,2,52,2,12,6000,91823.68359375,73458.946875,0.06534261930228631,0.0816782741278579
draft,2,53,2,0,0,84886.88671875,67909.509375,0.0,0.0
draft,2,53,2,1,500,84886.88671875,67909.509375,0.005890191280740644,0.007362739100925805
draft,2,53,2,2,1000,84886.88671875,67909.509375,0.011780382561481288,0.01472547820185161
draft,2,53,2,3,1500,84886.88671875,67909.509375,0.01767057384222193,0.022088217302777415
draft,2,53,2,12,6000,84886.88671875,67909.509375,0.07068229536888772,0.08835286921110966
draft,2,54,2,0,0,82544.96484375,66035.97187499999,0.0,0.0
draft,2,54,2,1,500,82544.96484375,66035.97187499999,0.0060573046574852124,0.007571630821856517
draft,2,54,2,2,1000,82544.96484375,66035.97187499999,0.012114609314970425,0.015143261643713034
draft,2,54,2,3,1500,82544.96484375,66035.97187499999,0.018171913972455638,0.022714892465569552
draft,2,54,2,12,6000,82544.96484375,66035.97187499999,0.07268765588982255,0.09085956986227821
draft,2,55,2,0,0,77181.87890625,61745.503124999996,0.0,0.0
draft,2,55,2,1,500,77181.87890625,61745.503124999996,0.0064782045615568865,0.008097755701946109
draft,2,55,2,2,1000,77181.87890625,61745.503124999996,0.012956409123113773,0.016195511403892218
